Date,filingDate,Name,totalRevenue,costofGoodsAndServicesSold,researchAndDevelopment,totalEquity,totalAssets,totalLiabilities,inventory,commonStockSharesOutstanding,GDP,Interest,Inflation,SP,Cons_Sent,Fin_Stress,Cash_On_Hand,Unemployment_Rate,Recession_probability,Corporate_Profits,initialPrice,finalPrice,delta,class,Liab/Rev,Asset/share
3/31/2021,5/6/2021,PYPL,6033000000,3066000000,741000000,19441000000,72517000000,53076000000,,1174000000,22313.85,-0.15111138,1.583668333,3865.71,80.2,-0.5785,261600,6.2,0,2937.989,252.0200043,243.6300049,-8.38999939,0,8.797613128,61.76916525
6/30/2021,7/29/2021,PYPL,6238000000,2693000000,746000000,20905000000,73816000000,52911000000,,1175000000,23046.934,0.04977656,2.491358,4183.63,85.6,-0.9187,268350,5.9,0.15,3209.367,283.1700134,270.9899902,-12.18002319,0,8.482045527,62.82212766
9/30/2021,11/9/2021,PYPL,6182000000,2832000000,755000000,22090000000,74534000000,52444000000,,1174000000,23550.42,-0.14023619,2.432303667,4421.67,74.8,-0.7987,270392,5.1,0.18,3214.189,205.4199982,202.0299988,-3.38999939,0,8.483338725,63.48722317
12/31/2021,2/3/2022,PYPL,6918000000,3302000000,796000000,21727000000,75803000000,54076000000,,1168000000,24349.121,0.1145294,3.244694,4602.11,69.9,-0.6983,260115,4.2,0.11,3190.746,124.3000031,121.4100037,-2.88999939,0,7.816710032,64.89982877
3/31/2022,4/28/2022,PYPL,6483000000,3186000000,815000000,20603000000,75805000000,55202000000,,1161000000,24740.48,0.36939264,4.284717333,4463.86,63.1,-0.4063,255821,3.8,0.13,3328.491,92.08999634,91.52999878,-0.559997559,0,8.514885084,65.29285099
6/30/2022,8/3/2022,PYPL,6806000000,3492000000,815000000,19767000000,77810000000,58043000000,,1156000000,25248.476,1.05946385,5.043240667,4105.67,57.9,-0.1295,199421,3.6,0.19,3521.785,97.91999817,95.31999969,-2.599998474,0,8.528210403,67.30968858
9/30/2022,11/4/2022,PYPL,6846000000,3355000000,801000000,20264000000,76435000000,56171000000,,1147000000,25723.941,1.04068297,6.003276333,3980.35,56.1,-0.2758,191141,3.6,0.07,3347.843,75.18000031,77.66000366,2.480003357,1,8.20493719,66.63905841
12/31/2022,2/10/2023,PYPL,7383000000,3712000000,822000000,20274000000,78717000000,58443000000,,1136000000,26137.992,1.76805674,6.484403333,3851.97,58.8,-0.1566,188009,3.6,0.88,3185.64,80.80000305,79.44999695,-1.350006104,0,7.91588785,69.2931338
3/31/2018,5/3/2018,ATVI,1965000000,662000000,259000000,9819000000,18397000000,8578000000,42000000,759000000,20155.486,0.99726438,2.222466,2733.48,98.9,-0.3239,156478,4,0.13,2202.037,65.14981842,68.61109161,3.461273193,1,4.365394402,24.23847167
6/30/2018,8/2/2018,ATVI,1641000000,510000000,255000000,10346000000,17958000000,7612000000,36000000,761000000,20470.197,1.15872476,2.530544333,2703.13,98.3,-0.1825,136813,3.9,0.1,2258.834,72.20885468,68.80608368,-3.402770996,0,4.638634979,23.5978975
9/30/2018,11/8/2018,ATVI,1440000000,513000000,263000000,10659000000,16713000000,6054000000,174000000,763000000,20687.278,1.18087408,2.471481667,2849.6,98.1,-0.6204,134561,3.8,0.11,2274.868,61.22055054,52.54301071,-8.677539825,0,4.204166667,21.90432503
12/31/2018,2/28/2019,ATVI,2381000000,832000000,325000000,11392000000,17890000000,6498000000,43000000,765000000,20819.269,1.28791727,2.452050667,2698.93,98.1,-0.1487,139445,3.8,0.23,2295.174,41.08670044,40.74545288,-0.341247559,0,2.729105418,23.38562092
3/31/2019,5/2/2019,ATVI,1802000000,563000000,249000000,11596000000,17948000000,6352000000,45000000,764000000,21013.085,0.87527495,2.387288333,2721,94.5,-0.3621,123508,3.9,0.73,2254.933,48.69957352,47.33343124,-1.366142273,0,3.524972253,23.4921466
6/30/2019,8/8/2019,ATVI,1373000000,433000000,244000000,11977000000,17495000000,5518000000,46000000,766000000,21272.448,0.46067806,2.408969333,2882.33,98.5,-0.513,126995,3.6,0.47,2311.3,48.48334885,46.27196884,-2.211380005,0,4.018936635,22.83942559
9/30/2019,11/7/2019,ATVI,1259000000,442000000,210000000,12235000000,17805000000,5570000000,102000000,767000000,21531.839,0.36520973,2.565620333,2957.85,93.8,-0.2285,120227,3.6,0.35,2269.075,53.61375809,51.61860275,-1.995155334,0,4.424146148,23.21382008
12/31/2019,2/27/2020,ATVI,1986000000,657000000,296000000,12805000000,19845000000,7040000000,32000000,770000000,21706.532,0.43873377,2.749306333,3082.76,97.2,-0.1624,155655,3.6,0.71,2383.929,57.32888412,59.55009079,2.221206665,1,3.544813696,25.77272727
3/31/2020,5/5/2020,ATVI,1765000000,505000000,238000000,13021000000,19604000000,6583000000,,769000000,21538.032,0.23108155,2.752460667,3055.87,96.6,0.9415,170156,3.8,33.45,2202.657,67.79679108,72.31790161,4.521110535,1,3.729745042,25.49284785
6/30/2020,8/4/2020,ATVI,1909000000,469000000,291000000,13682000000,20220000000,6538000000,,771000000,19636.731,-0.09771677,2.122902,2931.69,74.1,1.0473,239587,13,33.35,2078.07,85.52506256,85.9108963,0.38583374,1,3.424829754,26.22568093
9/30/2020,10/29/2020,ATVI,1896000000,469000000,274000000,14382000000,21577000000,7195000000,,772000000,21362.428,-0.36527181,2.238408667,3319.83,75.7,-0.0865,221081,8.8,0.02,2702.715,76.93792725,75.5825882,-1.35533905,0,3.794831224,27.94948187
12/31/2020,2/23/2021,ATVI,2385000000,817000000,348000000,15037000000,23109000000,8072000000,,771000000,21704.706,-0.24600518,1.785781667,3554.5,79.8,-0.1765,245243,6.8,0.21,2615.907,95.38839722,94.08251953,-1.305877686,0,3.384486373,29.97276265
3/31/2021,5/4/2021,ATVI,2247000000,578000000,353000000,15331000000,23425000000,8094000000,,775000000,22313.85,-0.15111138,1.583668333,3865.71,80.2,-0.5785,261600,6.2,0,2937.989,88.16593933,92.48028564,4.314346313,1,3.602136182,30.22580645
6/30/2021,8/3/2021,ATVI,2285000000,555000000,335000000,16286000000,23572000000,7286000000,,777000000,23046.934,0.04977656,2.491358,4183.63,85.6,-0.9187,268350,5.9,0.15,3209.367,79.35829163,79.84539032,0.487098694,1,3.188621444,30.33719434
9/30/2021,11/2/2021,ATVI,2043000000,527000000,329000000,16950000000,23977000000,7027000000,,778000000,23550.42,-0.14023619,2.432303667,4421.67,74.8,-0.7987,270392,5.1,0.18,3214.189,77.21105194,67.82683563,-9.384216309,0,3.439549682,30.81876607
12/31/2021,2/25/2022,ATVI,2136000000,658000000,321000000,17599000000,25056000000,7457000000,,777000000,24349.121,0.1145294,3.244694,4602.11,69.9,-0.6983,260115,4.2,0.11,3190.746,80.95877838,81.01841736,0.059638977,1,3.491104869,32.24710425
3/31/2022,5/3/2022,ATVI,1741000000,479000000,346000000,17831000000,25012000000,7181000000,,780000000,24740.48,0.36939264,4.284717333,4463.86,63.1,-0.4063,255821,3.8,0.13,3328.491,78.77999878,78.76000214,-0.019996643,0,4.124641011,32.06666667
6/30/2022,8/1/2022,ATVI,1617000000,485000000,311000000,18248000000,24994000000,6746000000,,782000000,25248.476,1.05946385,5.043240667,4105.67,57.9,-0.1295,199421,3.6,0.19,3521.785,80.08000183,80.58999634,0.509994507,1,4.171923315,31.96163683
9/30/2022,11/7/2022,ATVI,1755000000,502000000,277000000,18808000000,25620000000,6812000000,,782000000,25723.941,1.04068297,6.003276333,3980.35,56.1,-0.2758,191141,3.6,0.07,3347.843,71.09999847,71.66000366,0.560005188,1,3.881481481,32.76214834
12/31/2022,2/23/2023,ATVI,2307000000,756000000,486000000,19243000000,27383000000,8140000000,,785000000,26137.992,1.76805674,6.484403333,3851.97,58.8,-0.1566,188009,3.6,0.88,3185.64,77.06999969,76.73999786,-0.330001831,0,3.528391851,34.88280255
3/31/2018,5/23/2018,EA,1582000000,233000000,335000000,4595000000,8584000000,3989000000,,306000000,20155.486,0.99726438,2.222466,2733.48,98.9,-0.3239,156478,4,0.13,2202.037,131.6891937,130.0615692,-1.627624512,0,2.521491783,28.05228758
6/30/2018,8/8/2018,EA,1137000000,215000000,362000000,5260000000,8247000000,2987000000,,305000000,20470.197,1.15872476,2.530544333,2703.13,98.3,-0.1825,136813,3.9,0.1,2258.834,126.6682053,129.5387878,2.870582581,1,2.62708883,27.03934426
9/30/2018,11/6/2018,EA,1286000000,418000000,339000000,5317000000,8450000000,3133000000,,304000000,20687.278,1.18087408,2.471481667,2849.6,98.1,-0.6204,134561,3.8,0.11,2274.868,90.97896576,92.59672546,1.617759705,1,2.436236392,27.79605263
12/31/2018,2/6/2019,EA,1289000000,413000000,334000000,5344000000,8857000000,3513000000,,302000000,20819.269,1.28791727,2.452050667,2698.93,98.1,-0.1487,139445,3.8,0.23,2295.174,79.12201691,96.27612305,17.15410614,1,2.725368503,29.32781457
3/31/2019,5/24/2019,EA,1238000000,276000000,398000000,5331000000,8957000000,3626000000,,298000000,21013.085,0.87527495,2.387288333,2721,94.5,-0.3621,123508,3.9,0.73,2254.933,91.01844025,92.23173523,1.213294983,1,2.928917609,30.05704698
6/30/2019,8/6/2019,EA,1209000000,187000000,381000000,6485000000,9749000000,3264000000,,296000000,21272.448,0.46067806,2.408969333,2882.33,98.5,-0.513,126995,3.6,0.47,2311.3,88.87784576,93.9382782,5.060432434,1,2.699751861,32.93581081
9/30/2019,11/6/2019,EA,1348000000,405000000,387000000,7158000000,10593000000,3435000000,,293000000,21531.839,0.36520973,2.565620333,2957.85,93.8,-0.2285,120227,3.6,0.35,2269.075,97.33161163,96.93704987,-0.394561768,0,2.548219585,36.15358362
12/31/2019,2/4/2020,EA,1593000000,508000000,389000000,7237000000,11161000000,3924000000,,291000000,21706.532,0.43873377,2.749306333,3082.76,97.2,-0.1624,155655,3.6,0.71,2383.929,105.6176758,108.5079346,2.890258789,1,2.463276836,38.35395189
3/31/2020,5/20/2020,EA,1387000000,269000000,402000000,7461000000,11112000000,3651000000,,288000000,21538.032,0.23108155,2.752460667,3055.87,96.6,0.9415,170156,3.8,33.45,2202.657,117.9283905,118.194725,0.266334534,1,2.632299928,38.58333333
6/30/2020,8/7/2020,EA,1459000000,288000000,438000000,7782000000,11284000000,3502000000,,289000000,19636.731,-0.09771677,2.122902,2931.69,74.1,1.0473,239587,13,33.35,2078.07,142.0368652,138.7915192,-3.245346069,0,2.40027416,39.0449827
9/30/2020,11/10/2020,EA,1151000000,286000000,421000000,8075000000,11470000000,3395000000,,290000000,21362.428,-0.36527181,2.238408667,3319.83,75.7,-0.0865,221081,8.8,0.02,2702.715,117.3168106,117.7015076,0.38469696,1,2.949609036,39.55172414
12/31/2020,2/8/2021,EA,1673000000,601000000,451000000,7963000000,12420000000,4457000000,,288000000,21704.706,-0.24600518,1.785781667,3554.5,79.8,-0.1765,245243,6.8,0.21,2615.907,140.7148895,142.838562,2.123672485,1,2.664076509,43.125
3/31/2021,5/26/2021,EA,1346000000,319000000,468000000,7840000000,13288000000,5448000000,,286000000,22313.85,-0.15111138,1.583668333,3865.71,80.2,-0.5785,261600,6.2,0,2937.989,142.4024811,141.3541718,-1.048309326,0,4.047548291,46.46153846
6/30/2021,8/10/2021,EA,1551000000,315000000,515000000,7728000000,12734000000,5006000000,,285000000,23046.934,0.04977656,2.491358,4183.63,85.6,-0.9187,268350,5.9,0.15,3209.367,135.6806335,137.6213226,1.940689087,1,3.2275951,44.68070175
9/30/2021,11/9/2021,EA,1826000000,494000000,553000000,7856000000,13019000000,5163000000,,284000000,23550.42,-0.14023619,2.432303667,4421.67,74.8,-0.7987,270392,5.1,0.18,3214.189,138.5778503,143.1974335,4.61958313,1,2.827491785,45.8415493
12/31/2021,2/8/2022,EA,1789000000,631000000,539000000,7617000000,13930000000,6313000000,,282000000,24349.121,0.1145294,3.244694,4602.11,69.9,-0.6983,260115,4.2,0.11,3190.746,133.3843384,133.9898834,0.605545044,1,3.528787032,49.39716312
3/31/2022,5/25/2022,EA,1825000000,419000000,579000000,7625000000,13800000000,6175000000,,280000000,24740.48,0.36939264,4.284717333,4463.86,63.1,-0.4063,255821,3.8,0.13,3328.491,136.5263214,137.6992493,1.172927856,1,3.383561644,49.28571429
6/30/2022,8/9/2022,EA,1767000000,314000000,572000000,7641000000,13192000000,5551000000,,279000000,25248.476,1.05946385,5.043240667,4105.67,57.9,-0.1295,199421,3.6,0.19,3521.785,128.6789246,129.0770569,0.398132324,1,3.141482739,47.28315412
9/30/2022,11/8/2022,EA,1904000000,462000000,565000000,7798000000,13079000000,5281000000,,278000000,25723.941,1.04068297,6.003276333,3980.35,56.1,-0.2758,191141,3.6,0.07,3347.843,128.6884308,129.8845825,1.196151733,1,2.773634454,47.04676259
12/31/2022,2/7/2023,EA,1881000000,568000000,556000000,7551000000,13470000000,5919000000,,275000000,26137.992,1.76805674,6.484403333,3851.97,58.8,-0.1566,188009,3.6,0.88,3185.64,113.9847183,111.5988083,-2.385910034,0,3.146730463,48.98181818
3/31/2018,5/10/2018,TTD,84968000,22897000,17701000,262931000,739056000,476125000,,41629000,20155.486,0.99726438,2.222466,2733.48,98.9,-0.3239,156478,4,0.13,2202.037,5.272999763,7.492000103,2.21900034,1,5.603580171,17.75339307
6/30/2018,8/9/2018,TTD,111269000,26601000,19484000,300974000,839405000,538431000,,42174000,20470.197,1.15872476,2.530544333,2703.13,98.3,-0.1825,136813,3.9,0.1,2258.834,9.329000473,12.56900024,3.239999771,1,4.839002777,19.90337649
9/30/2018,11/9/2018,TTD,118667000,29344000,22621000,337014000,873713000,536699000,,42721000,20687.278,1.18087408,2.471481667,2849.6,98.1,-0.6204,134561,3.8,0.11,2274.868,12.25699997,11.09300041,-1.163999557,0,4.522731678,20.4516046
12/31/2018,2/22/2019,TTD,158921000,35256000,24086000,394695000,1118000000,723305000,,43234000,20819.269,1.28791727,2.452050667,2698.93,98.1,-0.1487,139445,3.8,0.23,2295.174,19.77300072,19.76199913,-0.011001587,0,4.551349413,25.85927742
3/31/2019,5/9/2019,TTD,120654000,33651000,25312000,429021000,1082000000,652979000,,43906000,21013.085,0.87527495,2.387288333,2721,94.5,-0.3621,123508,3.9,0.73,2254.933,18.99200058,17.6760006,-1.315999985,0,5.411996287,24.64355669
6/30/2019,8/9/2019,TTD,161598000,35330000,29452000,491770000,1239000000,747230000,,44404000,21272.448,0.46067806,2.408969333,2882.33,98.5,-0.513,126995,3.6,0.47,2311.3,27.19400024,25.50799942,-1.686000824,0,4.624005248,27.90289163
9/30/2019,11/8/2019,TTD,166366000,39932000,29185000,535353000,1415000000,879647000,,44771000,21531.839,0.36520973,2.565620333,2957.85,93.8,-0.2285,120227,3.6,0.35,2269.075,19.5529995,21.70100021,2.148000717,1,5.287420507,31.6052802
12/31/2019,2/28/2020,TTD,217423000,47267000,32803000,613000000,1729000000,1116000000,,45043000,21706.532,0.43873377,2.749306333,3082.76,97.2,-0.1624,155655,3.6,0.71,2383.929,28.72500038,28.81100082,0.086000443,1,5.13285163,38.3855427
3/31/2020,5/8/2020,TTD,161508000,40208000,36794000,674000000,1767000000,1093000000,,45501000,21538.032,0.23108155,2.752460667,3055.87,96.6,0.9415,170156,3.8,33.45,2202.657,31.54999924,30.53300095,-1.016998291,0,6.767466627,38.83431133
6/30/2020,8/7/2020,TTD,139762000,42133000,40058000,758000000,1849000000,1091000000,,46136000,19636.731,-0.09771677,2.122902,2931.69,74.1,1.0473,239587,13,33.35,2078.07,49.31999969,46.57300186,-2.746997833,0,7.80612756,40.07716317
9/30/2020,11/6/2020,TTD,216826000,44826000,41079000,832000000,2138000000,1306000000,,46582000,21362.428,-0.36527181,2.238408667,3319.83,75.7,-0.0865,221081,8.8,0.02,2702.715,81.93399811,76.13700104,-5.79699707,0,6.023262893,45.897557
12/31/2020,2/19/2021,TTD,321251000,51645000,48723000,1014000000,2754000000,1740000000,,46923000,21704.706,-0.24600518,1.785781667,3554.5,79.8,-0.1765,245243,6.8,0.21,2615.907,90.33499908,84.52200317,-5.812995911,0,5.416325552,58.69189949
3/31/2021,5/10/2021,TTD,220769000,50500000,53918000,1085000000,2603000000,1518000000,,47282000,22313.85,-0.15111138,1.583668333,3865.71,80.2,-0.5785,261600,6.2,0,2937.989,48.95999908,50.47600174,1.516002655,1,6.875965376,55.05266275
6/30/2021,8/9/2021,TTD,280282000,50809000,53536000,1202000000,2793000000,1591000000,,475512000,23046.934,0.04977656,2.491358,4183.63,85.6,-0.9187,268350,5.9,0.15,3209.367,81.31999969,82.40000153,1.080001831,1,5.676425885,5.873668803
9/30/2021,11/8/2021,TTD,300372000,53400000,55847000,1303000000,2989000000,1686000000,,478101000,23550.42,-0.14023619,2.432303667,4421.67,74.8,-0.7987,270392,5.1,0.18,3214.189,88.75,88.66000366,-0.089996338,0,5.613039831,6.251817085
12/31/2021,2/16/2022,TTD,394997000,66845000,62836000,1527000000,3577000000,2050000000,,480916000,24349.121,0.1145294,3.244694,4602.11,69.9,-0.6983,260115,4.2,0.11,3190.746,80.91000366,78.05000305,-2.86000061,0,5.189912835,7.437889361
3/31/2022,5/10/2022,TTD,315668000,63890000,71999000,1649000000,3433000000,1784000000,,484190000,24740.48,0.36939264,4.284717333,4463.86,63.1,-0.4063,255821,3.8,0.13,3328.491,43.75,44.84000015,1.090000153,1,5.65150728,7.090191867
6/30/2022,8/9/2022,TTD,377922000,67490000,83483000,1780000000,3673000000,1893000000,,486310000,25248.476,1.05946385,5.043240667,4105.67,57.9,-0.1295,199421,3.6,0.19,3521.785,54.5,71.58999634,17.08999634,1,5.008970105,7.552795542
9/30/2022,11/9/2022,TTD,397106000,70124000,79915000,1914000000,3924000000,2010000000,,487963000,25723.941,1.04068297,6.003276333,3980.35,56.1,-0.2758,191141,3.6,0.07,3347.843,39.88999939,48.77000046,8.880001068,1,5.061620827,8.041593318
12/31/2022,2/15/2023,TTD,503305000,79619000,84479000,2116000000,4381000000,2265000000,,489244000,26137.992,1.76805674,6.484403333,3851.97,58.8,-0.1566,188009,3.6,0.88,3185.64,66.30000305,60.29999924,-6.000003815,0,4.500253326,8.954632045
3/31/2018,5/10/2018,MTCH,995075000,201962000,76937000,2495000000,6031000000,3536000000,,82983000,20155.486,0.99726438,2.222466,2733.48,98.9,-0.3239,156478,4,0.13,2202.037,37.03300858,36.25256729,-0.780441284,0,3.553500992,72.67753636
6/30/2018,8/9/2018,MTCH,1069000000,218224000,75445000,2576000000,6235000000,3659000000,,83604000,20470.197,1.15872476,2.530544333,2703.13,98.3,-0.1825,136813,3.9,0.1,2258.834,46.90276718,47.57851791,0.675750732,1,3.42282507,74.5777714
9/30/2018,11/9/2018,MTCH,1079000000,237238000,77740000,2600000000,6372000000,3772000000,,83433000,20687.278,1.18087408,2.471481667,2849.6,98.1,-0.6204,134561,3.8,0.11,2274.868,40.64970016,38.97460175,-1.675098419,0,3.495829472,76.3726583
12/31/2018,3/1/2019,MTCH,1117000000,-247424000,-98092000,2844000000,6875000000,4031000000,,83602000,20819.269,1.28791727,2.452050667,2698.93,98.1,-0.1487,139445,3.8,0.23,2295.174,55.59999847,54.47999954,-1.119998932,0,3.6087735,82.23487476
3/31/2019,5/9/2019,MTCH,464625000,120224000,88700000,2780000000,7160000000,4380000000,,83905000,21013.085,0.87527495,2.387288333,2721,94.5,-0.3621,123508,3.9,0.73,2254.933,67.15000153,69.23999786,2.089996338,1,9.426957224,85.33460461
6/30/2019,8/9/2019,MTCH,497973000,126665000,32680000,2983000000,8299000000,5316000000,,84139000,21272.448,0.46067806,2.408969333,2882.33,98.5,-0.513,126995,3.6,0.47,2311.3,85.62999725,82.63999939,-2.989997864,0,10.67527758,98.6344026
9/30/2019,11/7/2019,MTCH,541493000,138225000,36609000,2897000000,8305000000,5408000000,,84393000,21531.839,0.36520973,2.565620333,2957.85,93.8,-0.2285,120227,3.6,0.35,2269.075,69.69999695,68.69000244,-1.009994507,0,9.987202051,98.40863579
12/31/2019,2/28/2020,MTCH,547167000,142070000,38397000,2928000000,8365000000,5437000000,,84603000,21706.532,0.43873377,2.749306333,3082.76,97.2,-0.1624,155655,3.6,0.71,2383.929,65,68.13999939,3.13999939,1,9.936637261,98.8735624
3/31/2020,5/8/2020,MTCH,544642000,143894000,43770000,2425000000,8435000000,6010000000,,84839000,21538.032,0.23108155,2.752460667,3055.87,96.6,0.9415,170156,3.8,33.45,2202.657,79.98999786,79.94000244,-0.049995422,0,11.03477146,99.42361414
6/30/2020,8/10/2020,MTCH,555450000,148853000,41929000,-1708000000,2335000000,4043000000,,183477000,19636.731,-0.09771677,2.122902,2931.69,74.1,1.0473,239587,13,33.35,2078.07,115.6500015,115.9199982,0.269996643,1,7.278782969,12.72639077
9/30/2020,11/6/2020,MTCH,639770000,169823000,39280000,-1443000000,2670000000,4113000000,,260744000,21362.428,-0.36527181,2.238408667,3319.83,75.7,-0.0865,221081,8.8,0.02,2702.715,132.5599976,137.2200012,4.660003662,1,6.428872876,10.23992882
12/31/2020,2/25/2021,MTCH,651407000,173263000,44832000,-1415000000,3046000000,4461000000,,267329000,21704.706,-0.24600518,1.785781667,3554.5,79.8,-0.1765,245243,6.8,0.21,2615.907,151.7200012,156.5200043,4.800003052,1,6.848253089,11.39419966
3/31/2021,5/7/2021,MTCH,667612000,179455000,55576000,-1214000000,3215000000,4429000000,,270082000,22313.85,-0.15111138,1.583668333,3865.71,80.2,-0.5785,261600,6.2,0,2937.989,146.1900024,141.8099976,-4.380004883,0,6.634092856,11.90379218
6/30/2021,8/6/2021,MTCH,707760000,193099000,52133000,-142000000,4434000000,4576000000,,276653000,23046.934,0.04977656,2.491358,4183.63,85.6,-0.9187,268350,5.9,0.15,3209.367,145.7899933,141.1300049,-4.659988403,0,6.46546852,16.02729773
9/30/2021,11/8/2021,MTCH,801835000,232211000,66974000,-68000000,4894000000,4962000000,,277279000,23550.42,-0.14023619,2.432303667,4421.67,74.8,-0.7987,270392,5.1,0.18,3214.189,155.9100037,154.0500031,-1.86000061,0,6.188305574,17.65009251
